Data księgowania,Typ zapisu,Typ dokumentu,Nr dokumentu,Nr zapasu,Opis szukany,Nr źródła,Nazwa,Nr partii,Data ważności,Kod lokalizacji,Ilość,Ilość zafakturowana,Ilość pozostała,Koszt na jednostkę,Kwota sprzedaży (rzeczywista),Kwota kosztu (rzeczywista),Nr seryjny,Nr wiersza dokumentu,Nr wiersza komp. zlec. prod.,Nr wiersza zlecenia,Nr zadania zlecenia,Nr zapisu,Nr zlecenia,Nr zlecenia,Opis,Otwarte,Typ zlecenia,Zapis rozliczony do skorygow.
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06675,SEZAM A'1KG,N1952,SEZAM A'1KG,2/D/N/1/1,7/31/2027,2,-3,0,0,0.00,0.00,0.00,,320000,0,0,,1854181,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05169,"OGÓRKI-SAŁATKA SZWEDZKA KAJ-MAX 12,25L/7500 G",N1952,"OGÓRKI-SAŁATKA SZWEDZKA KAJ-MAX 12,25L/7500 G",26.08.2029,8/26/2029,2,-12,0,0,0.00,0.00,0.00,,310000,0,0,,1854180,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01255,M-146,N1952,PŁATKI OWSIANE GÓRSKIE A'17 KG MELVIT,25101A,4/30/2027,2,-136,0,0,0.00,0.00,0.00,,300000,0,0,,1854179,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06629,DYNIA A'1KG,N1952,DYNIA A'1KG,41/E/N/1/1,4/30/2028,2,-15,0,0,0.00,0.00,0.00,,290000,0,0,,1854178,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05150,PEKTYNA  A'1KG EMIX,N1952,PEKTYNA  A'1KG EMIX,12,7/22/2027,2,-3,0,0,0.00,0.00,0.00,,280000,0,0,,1854177,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z07691,M-PAPRYKA CZERWONA PASKI A'15/20KG WOREK,N1952,M-PAPRYKA CZERWONA PASKI A'15/20KG WOREK,17112025,10/31/2026,2,-60,0,0,0.00,0.00,0.00,,270000,0,0,,1854176,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01830,D-031,N1952,ORZECHY ZIEMNE POŁÓWKI A'10/15 KG,03.10.2026,10/3/2026,2,-15,0,0,0.00,0.00,0.00,,260000,0,0,,1854175,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01825,D-188,N1952,"ORZECHY WŁOSKIE ""MIX"" ŁUSKANE A'10/12/14/15KG",DIAS-17072025,7/31/2026,2,-20,0,0,0.00,0.00,0.00,,250000,0,0,,1854174,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01309,TŁ-047,N1952,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-240,0,0,0.00,0.00,0.00,,240000,0,0,,1854173,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06031,"OGÓREK KONSERWOWY 75/80 A`10 L/5,6 KG",N1952,"OGÓRKI KONSERWOWE 75/80 A`10 L/5,6 KG",2345/2025,12/31/2028,2,-22,0,0,0.00,0.00,0.00,,230000,0,0,,1854172,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01921,R-118,N1952,OCET JABŁKOWY A' 1 L DEVELEY,00028360,6/8/2028,2,-2,0,0,0.00,0.00,0.00,,220000,0,0,,1854171,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z03515,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,N1952,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,17.11.2028,11/17/2028,2,-60,0,0,0.00,0.00,0.00,,210000,0,0,,1854170,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01875,D-022,N1952,"MIGDAŁ PŁATKI A'12,5/10/16 KG",P871706 CA/24,10/10/2026,2,-10,0,0,0.00,0.00,0.00,,200000,0,0,,1854169,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01458,R-116,N1952,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",15.07.2026,7/15/2026,2,-125,0,0,0.00,0.00,0.00,,190000,0,0,,1854168,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01458,R-116,N1952,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",12.07.2026,7/12/2026,2,-25,0,0,0.00,0.00,0.00,,190000,0,0,,1854167,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05712,M-MALINA MROŻONA GRYS A`10 KG,N1952,M-MALINA MROŻONA GRYS A`10 KG,07.2027,7/31/2027,2,-50,0,0,0.00,0.00,0.00,,180000,0,0,,1854166,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06269,KUKURYDZA KONSERWOWA 2600G/1600G KOTLIN,N1952,KUKURYDZA KONSERWOWA 2600G/1600G KOTLIN,30.08.2028,8/30/2028,2,-35,0,0,0.00,0.00,0.00,,170000,0,0,,1854165,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06537,KSYLITOL CHINY A'25 KG,N1952,KSYLITOL CHINY A'25 KG,1241/2,5/6/2027,2,-25,0,0,0.00,0.00,0.00,,160000,0,0,,1854164,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06839,KONCENTRAT POMIDOROWY 28-30% 4500G VERA,N1952,KONCENTRAT POMIDOROWY 28-30% 4500G VERA,153045,5/9/2028,2,-14,0,0,0.00,0.00,0.00,,150000,0,0,,1854163,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06889,BULGUR KASZA A'3KG MELVIT,N1952,BULGUR KASZA A'3KG MELVIT,250925/390,9/24/2027,2,-25,0,0,0.00,0.00,0.00,,140000,0,0,,1854162,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06592,"FASOLA CZERWONA 2,5KG/2,1 KG VACUM KOTLIN",N1952,"FASOLA CZERWONA 2,5KG/2,1 KG VACUM KOTLIN",2521207202601,7/31/2026,2,-7,0,0,0.00,0.00,0.00,,130000,0,0,,1854161,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06591,"FASOLA BIAŁA 2,5/2,1 KG VACUM KOTLIN",N1952,"FASOLA BIAŁA 2,5/2,1 KG VACUM KOTLIN",2520507202601,7/31/2026,2,-11,0,0,0.00,0.00,0.00,,120000,0,0,,1854160,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z04337,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,N1952,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,2516940806,12/18/2026,2,-10,0,0,0.00,0.00,0.00,,110000,0,0,,1854159,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z04336,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,N1952,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,2525949364,9/16/2027,2,-40,0,0,0.00,0.00,0.00,,100000,0,0,,1854158,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z04338,"CALLEBAUT-BIAŁA CZEKOL.SICAO (28% KAKAO) A`2,5 KG",N1952,"CALLEBAUT-BIAŁA CZEKOL.SICAO (28% KAKAO) A`2,5 KG",251850601,7/4/2026,2,-5,0,0,0.00,0.00,0.00,,90000,0,0,,1854157,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z03801,CUKIER WANILINOWY DORO A'5KG,N1952,CUKIER WANILINOWY DORO A'5KG,16.10.2026,10/16/2026,2,-10,0,0,0.00,0.00,0.00,,80000,0,0,,1854156,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z00158,R-008,N1952,CUKIER PUDER A'10 KG FOLIA,03.11.2027,11/3/2027,2,-10,0,0,0.00,0.00,0.00,,70000,0,0,,1854155,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z00155,R-006,N1952,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-250,0,0,0.00,0.00,0.00,,60000,0,0,,1854154,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06590,"CIECIERZYCA 2 KG/1,6 G KOTLIN",N1952,"CIECIERZYCA 2 KG/1,6 KG  VACUM KOTLIN",2528010202601,10/31/2026,2,-6,0,0,0.00,0.00,0.00,,50000,0,0,,1854153,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06590,"CIECIERZYCA 2 KG/1,6 G KOTLIN",N1952,"CIECIERZYCA 2 KG/1,6 KG  VACUM KOTLIN",25280,10/31/2026,2,-4,0,0,0.00,0.00,0.00,,50000,0,0,,1854152,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06590,"CIECIERZYCA 2 KG/1,6 G KOTLIN",N1952,"CIECIERZYCA 2 KG/1,6 KG  VACUM KOTLIN",07.10.2025,10/31/2026,2,-10,0,0,0.00,0.00,0.00,,50000,0,0,,1854151,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01476,R-005,N1952,BUŁKA TARTA,04.05.2026,5/4/2026,2,-150,0,0,0.00,0.00,0.00,,40000,0,0,,1854150,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z02743,BRZOSKWINIA POŁÓWKA 2650G,N1952,BRZOSKWINIA POŁÓWKI 2600G/1500G KAJ-MAX,25234,12/31/2028,2,-4,0,0,0.00,0.00,0.00,,30000,0,0,,1854149,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05641,M-BORÓWKA AMERYKAŃSKA MROŻONA A`10 KG,N1952,M-BORÓWKA AMERYKAŃSKA MROŻONA A'10/15 KG,02092025,8/31/2027,2,-50,0,0,0.00,0.00,0.00,,20000,0,0,,1854148,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z00008,OW-132,N1952,ANANAS PLASTER 3035G/1790G LA PERLA,L23111,4/21/2026,2,-15,0,0,0.00,0.00,0.00,,10000,0,0,,1854147,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z07494,MASA JAJOWA A'10L BASSO,N2266,MASA JAJOWA A'10L BASSO,2025-11-03,12/8/2025,2,-30,-30,0,0.00,447.00,-414.00,,140000,0,0,,1854146,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z05034,ŻÓŁTKO W PŁYNIE EIPRO A'1KG,N2266,ŻÓŁTKO W PŁYNIE EIPRO A'1KG,06639-0,12/19/2025,2,-24,-24,0,0.00,972.00,-953.28,,130000,0,0,,1854145,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z01306,TŁ-001,N2266,SMALEC WYBOROWY BLOK -A'12.5 KG/9KG,24.04.2026,4/24/2026,2,-25,-25,0,0.00,187.50,-155.00,,110000,0,0,,1854144,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z00154,CUKIER KRYSZT. TRZCINOWY DROBNY A'25KG,N2266,CUKIER KRYSZT. TRZCINOWY DROBNY A'25KG,M25031835,3/31/2027,2,-50,-50,0,0.00,221.00,-198.50,,100000,0,0,,1854143,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z00154,CUKIER KRYSZT. TRZCINOWY DROBNY A'25KG,N2266,CUKIER KRYSZT. TRZCINOWY DROBNY A'25KG,Z41493,12/31/2028,2,-50,-50,0,0.00,221.00,-196.75,,100000,0,0,,1854142,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z02669,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,N2266,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,28.01.2026,1/28/2026,2,-10,-10,0,0.00,119.00,-100.30,,90000,0,0,,1854141,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z01476,R-005,N2266,BUŁKA TARTA,04.05.2026,5/4/2026,2,-25,-25,0,0.00,97.50,-62.50,,80000,0,0,,1854140,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z02611,D-005,N2266,"SEZAM PREMIUM A'25 KG ""A""",11.12.2026,12/11/2026,2,-25,-25,0,0.00,249.75,-170.00,,70000,0,0,,1854139,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z06288,TORTILLA GRILOWANA 30 CM,N2266,TORTILLA GRILOWANA 30 CM,L5424C15,4/16/2026,2,-120,-120,0,0.00,"1,737.60","-1,084.00",,60000,0,0,,1854138,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z04267,DEVLEY-MUTTI PASSATA A'700 G,N2266,MUTTI PASSATA  A'700 G DEVELEY,G333,8/31/2027,2,-36,-36,0,0.00,331.20,-288.72,,50000,0,0,,1854137,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z07844,LECYTYNA SŁONECZNIKOWA PŁYNNA A'20 KG WIADRO,N2266,LECYTYNA SŁONECZNIKOWA PŁYNNA A'20 KG WIADRO,11.11.2026,11/11/2026,2,-20,-20,0,0.00,598.00,-500.00,,40000,0,0,,1854136,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z06834,MARMOLADA WIELOOWOCOWA 14 KG GIL,N2266,MARMOLADA WIELOOWOCOWA 14 KG GIL,27.05.2026,5/27/2026,2,-28,-28,0,0.00,112.56,-89.60,,30000,0,0,,1854135,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z06834,MARMOLADA WIELOOWOCOWA 14 KG GIL,N2266,MARMOLADA WIELOOWOCOWA 14 KG GIL,23.05.2026,5/23/2026,2,-56,-56,0,0.00,225.12,-179.20,,30000,0,0,,1854134,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z06252,MARGARYNA 80% ZWYKŁA 10/20KG KRUSZWICA,N2266,MARGARYNA 80% ZWYKŁA 10/20KG KRUSZWICA,010326AK,3/1/2026,2,-720,-720,0,0.00,"4,276.80","-4,212.00",,20000,0,0,,1854133,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31917,Z00155,R-006,N2266,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-800,-800,0,0.00,"1,632.00","-1,552.00",,10000,0,0,,1854132,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z01880,D-182,N0367,PŁATKI OWSIANE A'30/25 KG,211025,10/21/2026,2,-30,-30,0,0.00,88.50,-66.00,,70000,0,0,,1854131,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z02680,MASŁO EKST.BLOK LUMIKO/POLMLEK A'10KG,N0367,MASŁO EKST.BLOK LUMIKO/POLMLEK A'10KG,31.10.2025,12/30/2025,2,-40,-40,0,0.00,900.00,-858.00,,60000,0,0,,1854130,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z00155,R-006,N0367,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-800,-800,0,0.00,"1,664.00","-1,552.00",,50000,0,0,,1854129,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z02669,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,N0367,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,28.01.2026,1/28/2026,2,-50,-50,0,0.00,510.00,-501.50,,40000,0,0,,1854128,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z01935,R-091,N0367,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,"-1,000","-1,000",0,0.00,"1,040.00",-950.00,,30000,0,0,,1854127,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z01309,TŁ-047,N0367,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-120,-120,0,0.00,"3,084.00","-3,060.00",,20000,0,0,,1854126,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31916,Z00842,D-348,N0367,FARSZ LECZO WARZYWNO-PIECZARKOWO-POM REYPOL,25.03.2026,3/25/2026,2,-10,-10,0,0.00,419.00,-380.00,,10000,0,0,,1854125,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z04133,MĄKA ŻYTNIA TYP 2000 GRUBA RAZOWA  A'20/30KG,N2258,MĄKA ŻYTNIA TYP 2000 GRUBA RAZOWA  A'30KG,35067/25,2/28/2026,2,-30,-30,0,0.00,53.70,-37.80,,90000,0,0,,1854124,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z01936,R-092,N2258,SÓL W TABLETKACH A'25KG,40251011/2,10/11/2027,2,-50,-50,0,0.00,95.00,-63.25,,80000,0,0,,1854123,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z01935,R-091,N2258,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-25,-25,0,0.00,33.75,-23.75,,70000,0,0,,1854122,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z00155,R-006,N2258,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-75,-75,0,0.00,202.50,-145.50,,60000,0,0,,1854121,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z06420,ŚLIWKA SUSZONA ASCHLOCK A'1KG,N2258,ŚLIWKA SUSZONA ASCHLOCK A'1KG,23/F/N/1/1,2/28/2027,2,-5,-5,0,0.00,124.50,-84.50,,50000,0,0,,1854120,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z06675,SEZAM A'1KG,N2258,SEZAM A'1KG,2/D/N/1/1,7/31/2027,2,-5,-5,0,0.00,64.50,-48.00,,40000,0,0,,1854119,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z02381,D-519,N2258,TWARÓG PÓŁTŁ.5%  3-KROTNIE MIELONY A'10KG MALUTA,02.12.2025,12/2/2025,2,-10,-10,0,0.00,136.00,-120.00,,30000,0,0,,1854118,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z06629,DYNIA A'1KG,N2258,DYNIA A'1KG,41/E/N/1/1,4/30/2028,2,-10,-10,0,0.00,170.00,-101.00,,20000,0,0,,1854117,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31915,Z05034,ŻÓŁTKO W PŁYNIE EIPRO A'1KG,N2258,ŻÓŁTKO W PŁYNIE EIPRO A'1KG,06639-0,12/19/2025,2,-12,-12,0,0.00,518.40,-476.64,,10000,0,0,,1854116,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z01935,R-091,N1439,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-25,-25,0,0.00,33.00,-23.75,,80000,0,0,,1854115,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z01841,D-095,N1439,SŁONECZNIK  A'25KG,BA25/MW-OCT4,10/31/2026,2,-25,-25,0,0.00,160.00,-111.25,,70000,0,0,,1854114,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z03619,MĄKA GRYCZANA CIEMNA PARZONA A'25,N1439,MĄKA GRYCZANA CIEMNA PARZONA A'25,159/05/03/2025,3/31/2026,2,-25,-25,0,0.00,177.00,-147.50,,60000,0,0,,1854113,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z04137,MĄKA Z ORKISZU PEŁEN PRZEMIAŁ 1850,N1439,MĄKA ORKISZOWA PEŁNOZIARNISTA TYP 1850 A'25KG,57210/25,4/30/2026,2,-150,-150,0,0.00,699.00,-582.00,,50000,0,0,,1854112,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z01473,R-417,N1439,MĄKA ŻYTNIA RAZOWA ŚREDNIA 2000 A'20 KG SZCZEPANKI,17.01.2026,1/17/2026,2,-15,-15,0,0.00,27.00,-19.05,,40000,0,0,,1854111,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z01473,R-417,N1439,MĄKA ŻYTNIA RAZOWA ŚREDNIA 2000 A'20 KG SZCZEPANKI,07.01.2026,1/7/2026,2,-25,-25,0,0.00,45.00,-31.75,,40000,0,0,,1854110,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z04133,MĄKA ŻYTNIA TYP 2000 GRUBA RAZOWA  A'20/30KG,N1439,MĄKA ŻYTNIA TYP 2000 GRUBA RAZOWA  A'30KG,35067/25,2/28/2026,2,-210,-210,0,0.00,415.80,-264.60,,30000,0,0,,1854109,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z04136,MĄKA ŻYTNIA TYP 720  A'25KG,N1439,MĄKA ŻYTNIA TYP 720  A'25KG GDAŃSKIE MŁYNY,31947/25,2/28/2026,2,-600,-600,0,0.00,"1,188.00",-726.00,,20000,0,0,,1854108,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31914,Z01458,R-116,N1439,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",15.07.2026,7/15/2026,2,-600,-600,0,0.00,"1,236.00",-774.00,,10000,0,0,,1854107,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z04131,MĄKA PSZENNA TYP 1850 GRAHAM A'25KG ŚREDNIA GDAŃ.M,N2632,MĄKA PSZENNA TYP 1850 GRAHAM A'25KG ŚREDNIA GDAŃ.M,10192/25,1/31/2026,2,-25,-25,0,0.00,42.75,-31.75,,50000,0,0,,1854054,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z00193,R-287,N2632,"DROŻDŻE SAF INSTANT RED  A'0,5KG LESAFFRE",AK25014102,9/1/2027,2,-2,-2,0,0.00,97.60,-66.92,,40000,0,0,,1854053,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z01309,TŁ-047,N2632,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-2,-2,0,0.00,58.00,-51.00,,30000,0,0,,1854052,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z06313,MASŁO EXTRA 200G MALUTA/BROMILK/POLMLEK,N2632,MASŁO KOSTKA 200G 82%,15.12.2025,12/15/2025,2,-13,-13,0,0.00,81.90,-60.84,,20000,0,0,,1854051,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z06313,MASŁO EXTRA 200G MALUTA/BROMILK/POLMLEK,N2632,MASŁO KOSTKA 200G 82%,06.12.2025,12/6/2025,2,-37,-37,0,0.00,233.10,-170.94,,20000,0,0,,1854050,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31903,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N2632,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-24,-24,0,0.00,84.00,-62.64,,10000,0,0,,1854049,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31902,Z00182,R-029,N2594,SYROP GLUKOZOWY A'15KG DE-30-38 SPOŻ,16062027,6/16/2027,2,-15,-15,0,0.00,84.00,-78.00,,50000,0,0,,1854048,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31902,Z05712,M-MALINA MROŻONA GRYS A`10 KG,N2594,M-MALINA MROŻONA GRYS A`10 KG,07.2027,7/31/2027,2,-10,-10,0,0.00,169.00,-145.00,,40000,0,0,,1854047,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31902,Z00802,R-699,N2594,POSYPKA-LENTYLKI KAKAOWE MINI MLECZNE A'1KG,502262QO,2/26/2026,2,-3,-3,0,0.00,119.97,-92.72,,30000,0,0,,1854046,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31902,Z02135,M-463,N2594,MALEKS-RURKA WŁOSKA 152 SZT NR 28,18.06.2026,6/18/2026,2,-1,-1,0,0.00,62.15,-51.30,,20000,0,0,,1854045,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31902,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N2594,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-36,-36,0,0.00,122.40,-93.96,,10000,0,0,,1854044,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31901,Z02783,"SER CHEDDAR WIÓRKI A'2,5KG TMT",N1856,"SER CHEDDAR WIÓRKI A'2,5KG TMT",12067/25,1/16/2026,2,-10,-10,0,0.00,280.50,-229.00,,40000,0,0,,1854043,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31901,Z03767,"SOLAN W ZALEWIE A'2,2KG/1KG PO ODCIEKU MALUTA",N1856,"SOLAN W ZALEWIE A'2,2KG/1KG PO ODCIEKU MALUTA",26.02.2026,2/26/2026,2,-4,-4,0,0.00,118.40,-106.00,,30000,0,0,,1854042,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31901,Z06304,POMIDORY B/S KAWAŁKI  2500/1500 G VERA,N1856,POMIDORY B/S KAWAŁKI  2500/1500 G VERA,NOVI1 R224,8/12/2028,2,-12,-12,0,0.00,149.04,-126.00,,20000,0,0,,1854041,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31901,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N1856,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-24,-24,0,0.00,72.00,-62.64,,10000,0,0,,1854040,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z02122,M-727,N2151,MADREN-ROŻEK WŁOSKI NOWY 546 SZT ART.35,31.08.2027,8/31/2027,2,-1,-1,0,0.00,70.00,-51.83,,70000,0,0,,1854039,,,,0, ,0
